0,00 0
0,02 10
0,04 16
0,06 609
0,08 38
0,10 24
0,12 184
0,14 302
0,16 126
0,18 206
0,20 166
0,22 192
0,24 648
0,26 582
0,28 322
0,30 531
0,32 387
0,34 239
0,36 587
0,38 1000
0,40 354
0,42 175
0,44 256
0,46 630
0,48 356
0,50 143
0,52 286
0,54 1000
0,56 1000
0,58 446
0,60 236
0,62 701
0,64 289
0,66 413
0,68 587
0,70 140
0,72 17
0,74 19
0,76 11
0,78 11
0,80 10
0,82 10
0,84 11
0,86 11
0,88 10
0,90 10
0,92 10
0,94 10
0,96 10
0,98 10
1,00 10
